elapsed_millisecs; head_x; head_y; head_z; hand_tip_right_x; hand_tip_right_y; hand_tip_right_z; thumb_right_x; thumb_right_y; thumb_right_z; hand_right_x; hand_right_y; hand_right_z; wrist_right_x; wrist_right_y; wrist_right_z; elbow_right_x; elbow_right_y; elbow_right_z; shoulder_right_x; shoulder_right_y; shoulder_right_z; spine_shoulder_x; spine_shoulder_y; spine_shoulder_z; neck_x; neck_y; neck_z; shoulder_left_x; shoulder_left_y; shoulder_left_z; elbow_left_x; elbow_left_y; elbow_left_z; wrist_left_x; wrist_left_y; wrist_left_z; hand_left_x; hand_left_y; hand_left_z; hand_tip_left_x; hand_tip_left_y; hand_tip_left_z; thumb_left_x; thumb_left_y; thumb_left_z; spine_mid_x; spine_mid_y; spine_mid_z; spine_base_x; spine_base_y; spine_base_z; hip_right_x; hip_right_y; hip_right_z; hip_left_x; hip_left_y; hip_left_z; knee_right_x; knee_right_y; knee_right_z; knee_left_x; knee_left_y; knee_left_z; ankle_right_x; ankle_right_y; ankle_right_z; ankle_left_x; ankle_left_y; ankle_left_z; foot_right_x; foot_right_y; foot_right_z; foot_left_x; foot_left_y; foot_left_z;
15749; 0,1032039; 0,9167519; 1,850296; 0,1712566; 0,6643579; 1,580446; ; ; ; 0,1921613; 0,602317; 1,604455; 0,2353352; 0,5225312; 1,63591; 0,3200971; 0,3624995; 1,728195; 0,2456516; 0,5770917; 1,809733; 0,09150836; 0,6836112; 1,843672; 0,09152128; 0,7677161; 1,842631; -0,08660018; 0,5979615; 1,81584; -0,1610902; 0,376881; 1,760104; -0,0422264; 0,6212806; 1,600676; -0,02966105; 0,6216007; 1,593998; -0,01948469; 0,6921766; 1,56309; 0,01479543; 0,5986685; 1,590909; 0,09155384; 0,4226907; 1,83788; 0,09191494; 0,06325852; 1,821327; 0,1726059; 0,06104682; 1,776405; 0,006186654; 0,06252314; 1,783148; 0,1817654; -0,4404788; 1,807672; 0,01068045; -0,4259946; 1,808736; 0,1557697; -0,7795522; 1,819383; 0,009517012; -0,7767053; 1,814005; 0,1583748; -0,827571; 1,722038; -0,004420194; -0,8264655; 1,709967; 
15782; 0,1021631; 0,9177212; 1,852693; 0,150484; 0,6659653; 1,594962; ; ; ; 0,1884591; 0,6044681; 1,617937; 0,1802264; 0,5924805; 1,61776; 0,3325; 0,364141; 1,71863; 0,2497029; 0,5725601; 1,806776; 0,0917789; 0,6881923; 1,843527; 0,09190536; 0,7735435; 1,842328; -0,08605897; 0,5974066; 1,815383; -0,1739901; 0,3840488; 1,747975; -0,0132256; 0,5889345; 1,60853; -0,02699536; 0,6418269; 1,599907; -0,01515856; 0,7144853; 1,572032; 0,01764506; 0,617449; 1,590588; 0,09150367; 0,4238851; 1,838011; 0,09149567; 0,06218293; 1,821477; 0,1726499; 0,05985082; 1,775769; 0,005234835; 0,06122429; 1,78407; 0,1821091; -0,4394286; 1,807545; 0,0106826; -0,4258571; 1,808754; 0,1556511; -0,7790862; 1,819756; 0,009387576; -0,776791; 1,8138; 0,1579985; -0,8270179; 1,72283; -0,004446972; -0,8265331; 1,709927; 
15815; 0,1012127; 0,9183849; 1,85467; 0,1624243; 0,7201215; 1,574931; ; ; ; 0,1821758; 0,6528151; 1,607558; 0,1650108; 0,5815514; 1,61443; 0,3591715; 0,3735645; 1,706471; 0,2501771; 0,5706952; 1,806269; 0,09133419; 0,6889958; 1,843513; 0,09138682; 0,7743568; 1,842257; -0,08512595; 0,5954844; 1,814324; -0,1901812; 0,3954867; 1,729971; -0,01910928; 0,5903428; 1,611539; -0,02814359; 0,6585634; 1,607116; -0,01459159; 0,7329267; 1,582508; 0,01757206; 0,6402497; 1,598828; 0,09125544; 0,4243049; 1,838153; 0,09123217; 0,06154663; 1,821735; 0,1726673; 0,05925274; 1,775824; 0,004777106; 0,06065221; 1,784421; 0,1818627; -0,4442019; 1,808482; 0,01119139; -0,4243592; 1,80882; 0,1556384; -0,7795325; 1,820362; 0,009301638; -0,776726; 1,813768; 0,1580021; -0,8270235; 1,72274; -0,004194585; -0,8262625; 1,710502; 
15848; 0,1001622; 0,9185113; 1,856615; 0,17023; 0,7877555; 1,583611; ; ; ; 0,1806083; 0,7327798; 1,596645; 0,1930361; 0,6499204; 1,617593; 0,3714701; 0,4017806; 1,680925; 0,2502784; 0,5696681; 1,806367; 0,09076001; 0,6892869; 1,843778; 0,09069958; 0,7745831; 1,842571; -0,07911757; 0,5892846; 1,81151; -0,2005665; 0,3998371; 1,725208; -0,02673252; 0,6077099; 1,618259; -0,03223213; 0,6858882; 1,611674; -0,0157923; 0,7646559; 1,588412; 0,01554629; 0,6649; 1,598765; 0,09091562; 0,4245785; 1,838323; 0,09106221; 0,06130283; 1,821732; 0,1728281; 0,05883155; 1,775672; 0,004205028; 0,06047537; 1,784479; 0,1816509; -0,4450789; 1,808773; 0,01131232; -0,422845; 1,808706; 0,1559039; -0,7792491; 1,820402; 0,009297915; -0,7765539; 1,813848; 0,1580441; -0,8271775; 1,722517; -0,004217396; -0,8260292; 1,710686; 
15883; 0,09877914; 0,9179184; 1,858265; 0,142256; 0,7382885; 1,610362; ; ; ; 0,1907317; 0,6788469; 1,622948; 0,2337061; 0,6010649; 1,64053; 0,3838091; 0,4213162; 1,669068; 0,2502216; 0,5697135; 1,806371; 0,09038393; 0,6900168; 1,844793; 0,09019768; 0,7750866; 1,843746; -0,07816809; 0,5895407; 1,812087; -0,2134348; 0,4149393; 1,714761; -0,03237651; 0,6326987; 1,622029; -0,0385747; 0,7110416; 1,61831; -0,02031511; 0,7882915; 1,599056; 0,004323893; 0,682436; 1,620444; 0,09082017; 0,4258635; 1,839017; 0,09122149; 0,06192287; 1,821752; 0,1733124; 0,05948886; 1,775654; 0,004186602; 0,06123017; 1,784436; 0,1821634; -0,4423389; 1,808543; 0,01143232; -0,421805; 1,808768; 0,1558007; -0,779411; 1,820491; 0,00931083; -0,7765509; 1,813833; 0,1580445; -0,8271719; 1,722518; -0,004314513; -0,8260785; 1,7104; 
15916; 0,09823767; 0,9173925; 1,859339; 0,1724162; 0,8439879; 1,592216; ; ; ; 0,1905232; 0,7676964; 1,608514; 0,198203; 0,7212455; 1,612192; 0,393189; 0,4810091; 1,630414; 0,2524682; 0,5712978; 1,807307; 0,09059545; 0,6908702; 1,846011; 0,09035315; 0,7756482; 1,8451; -0,07773492; 0,5921124; 1,815045; -0,2297974; 0,4410774; 1,703258; -0,05019325; 0,6647376; 1,62157; -0,0493236; 0,7422008; 1,621557; -0,02600865; 0,8273902; 1,613689; -0,00738056; 0,7046922; 1,606125; 0,09118801; 0,4275555; 1,839901; 0,09166944; 0,06354196; 1,821843; 0,1738257; 0,06063892; 1,775578; 0,004682567; 0,06347787; 1,784598; 0,182445; -0,439486; 1,808136; 0,01134943; -0,4220768; 1,808867; 0,1556357; -0,7794033; 1,820307; 0,009121352; -0,7765403; 1,813521; 0,1579728; -0,8273562; 1,722305; -0,004227531; -0,8260354; 1,710331; 
15949; 0,09889749; 0,9173845; 1,861904; 0,1781864; 0,8712001; 1,591378; ; ; ; 0,1998504; 0,7906681; 1,612915; 0,2501431; 0,6728328; 1,636218; 0,4025891; 0,49172; 1,633166; 0,2581968; 0,575043; 1,810298; 0,09151662; 0,6910096; 1,84768; 0,09131797; 0,77547; 1,847095; -0,07831554; 0,5945929; 1,817778; -0,2406445; 0,4523404; 1,709925; -0,07085167; 0,6922703; 1,62377; -0,06150858; 0,7685958; 1,625521; -0,04094231; 0,8565704; 1,621836; -0,01404608; 0,7549677; 1,62013; 0,0920106; 0,428288; 1,840879; 0,09235793; 0,0643641; 1,82207; 0,1743946; 0,06145484; 1,775874; 0,005600652; 0,06432096; 1,784667; 0,1828199; -0,4375371; 1,808072; 0,01146849; -0,4230268; 1,809167; 0,1557402; -0,7793319; 1,820462; 0,009186494; -0,7766648; 1,81355; 0,1578134; -0,8275185; 1,723107; -0,00446805; -0,8264562; 1,71009; 
15982; 0,1012604; 0,9166687; 1,867336; 0,1960659; 0,8820752; 1,5949; ; ; ; 0,2156169; 0,8083995; 1,616; 0,2429896; 0,7442041; 1,62616; 0,4236141; 0,5328221; 1,63668; 0,2610667; 0,5760393; 1,811006; 0,09244689; 0,6899601; 1,84956; 0,09246381; 0,773894; 1,849418; -0,07932626; 0,5966715; 1,820145; -0,2655873; 0,5255932; 1,6838; -0,1007215; 0,7553128; 1,632857; -0,08081113; 0,7855151; 1,629755; -0,05415934; 0,8695331; 1,62979; -0,04637255; 0,7488397; 1,597528; 0,09240486; 0,4281677; 1,84172; 0,09239911; 0,064474; 1,822192; 0,1743625; 0,0615575; 1,776203; 0,005743589; 0,06448063; 1,784648; 0,1828017; -0,4359658; 1,8082; 0,01269927; -0,432579; 1,810777; 0,155736; -0,7791587; 1,820619; 0,009291887; -0,7767253; 1,813527; 0,1576752; -0,82704; 1,724033; -0,004274309; -0,8265113; 1,709846; 
16016; 0,1027615; 0,9151765; 1,873343; 0,2125858; 0,8894333; 1,600463; ; ; ; 0,2380369; 0,8214298; 1,62187; 0,2584328; 0,7565001; 1,627833; 0,4393036; 0,5297647; 1,655023; 0,2624452; 0,5770314; 1,81201; 0,09237486; 0,68773; 1,850936; 0,092259; 0,7713284; 1,850938; -0,07997214; 0,5966762; 1,820379; -0,2706792; 0,5374306; 1,685087; -0,1138594; 0,7556728; 1,632932; -0,09951486; 0,8221809; 1,634993; -0,0826802; 0,9068063; 1,636741; -0,04454318; 0,8322162; 1,638455; 0,092556; 0,4268006; 1,842581; 0,09265405; 0,06362214; 1,822442; 0,1744623; 0,06071745; 1,776278; 0,006236151; 0,06360339; 1,785019; 0,1828141; -0,4358735; 1,808224; 0,01256129; -0,4325129; 1,810789; 0,1556931; -0,7781682; 1,820227; 0,009452583; -0,7766706; 1,813365; 0,1576915; -0,8270526; 1,724024; -0,004366646; -0,8266987; 1,709508; 
16049; 0,1024514; 0,9143529; 1,876716; 0,2077924; 0,8946166; 1,632784; ; ; ; 0,2627441; 0,8316815; 1,628956; 0,2892806; 0,7689345; 1,634176; 0,4459394; 0,6029828; 1,660868; 0,2624249; 0,5769852; 1,812116; 0,0918748; 0,6864885; 1,851632; 0,09165161; 0,7699118; 1,851628; -0,08089375; 0,5971702; 1,820863; -0,2834027; 0,5588394; 1,697998; -0,142681; 0,7715774; 1,636558; -0,1206407; 0,8362692; 1,638097; -0,1018702; 0,9121703; 1,64717; -0,08040072; 0,8140343; 1,60725; 0,09229356; 0,4260275; 1,843183; 0,09257606; 0,06320263; 1,822769; 0,17407; 0,06015726; 1,776978; 0,006376876; 0,06326111; 1,785087; 0,1825898; -0,4364022; 1,808277; 0,01254861; -0,4325515; 1,810794; 0,1559111; -0,7782469; 1,82013; 0,009546025; -0,7766367; 1,813354; 0,1575385; -0,8271273; 1,723225; -0,004518918; -0,8268626; 1,708887; 
16082; 0,1022518; 0,9158366; 1,87746; 0,2460145; 0,90086; 1,618403; ; ; ; 0,2918203; 0,8424238; 1,635306; 0,3174677; 0,7838882; 1,641493; 0,4553363; 0,6035861; 1,673322; 0,2656296; 0,5825248; 1,816634; 0,09054877; 0,6806927; 1,85717; 0,08992975; 0,7626873; 1,858365; -0,08228132; 0,5974284; 1,821076; -0,2924635; 0,5687973; 1,711382; -0,1738553; 0,7717212; 1,640577; -0,1473164; 0,8442919; 1,640306; -0,116728; 0,9120807; 1,649868; -0,1072079; 0,8247718; 1,6155; 0,09183643; 0,423716; 1,845633; 0,09258817; 0,06308118; 1,822924; 0,1739005; 0,06010912; 1,777288; 0,006607872; 0,06300174; 1,785139; 0,1825045; -0,4362946; 1,808303; 0,01262323; -0,4323953; 1,810806; 0,1558892; -0,7782299; 1,82019; 0,009586315; -0,7764734; 1,813281; 0,1573659; -0,8269859; 1,724297; -0,004506908; -0,8268326; 1,708889; 
16116; 0,1020804; 0,9175549; 1,877412; 0,2869862; 0,902046; 1,620633; ; ; ; 0,3225583; 0,8459522; 1,642798; 0,3490168; 0,802519; 1,648978; 0,4689906; 0,6118162; 1,691643; 0,2710568; 0,5887195; 1,820818; 0,09024943; 0,6786047; 1,858048; 0,08956417; 0,760364; 1,859164; -0,08508893; 0,5979711; 1,821558; -0,3077371; 0,5791238; 1,726866; -0,1995005; 0,7789455; 1,645602; -0,1777325; 0,8484576; 1,64281; -0,1507475; 0,9150723; 1,655818; -0,1382529; 0,8352283; 1,610704; 0,09175573; 0,4226047; 1,846404; 0,0926664; 0,06304038; 1,823076; 0,1738349; 0,06014233; 1,777564; 0,006920139; 0,06286804; 1,785201; 0,1824131; -0,4366459; 1,808424; 0,01262516; -0,4323334; 1,810813; 0,1558532; -0,7783584; 1,820045; 0,00943138; -0,7764126; 1,813271; 0,1577946; -0,8275618; 1,722718; -0,004474867; -0,8267366; 1,709224; 
16149; 0,1020401; 0,9184921; 1,876728; 0,318094; 0,9000227; 1,618439; ; ; ; 0,3536202; 0,8559269; 1,650748; 0,3736775; 0,8115889; 1,653982; 0,4793716; 0,6165613; 1,714862; 0,2708507; 0,5883913; 1,820547; 0,0901521; 0,6774393; 1,858033; 0,0894915; 0,7591851; 1,858998; -0,08753055; 0,5990095; 1,822248; -0,3230083; 0,5856572; 1,740903; -0,2389029; 0,7821608; 1,653144; -0,2092888; 0,8538518; 1,645888; -0,1648938; 0,91821; 1,6592; -0,1603936; 0,8405023; 1,60075; 0,09161566; 0,4216264; 1,846708; 0,09259659; 0,0627211; 1,823301; 0,1735473; 0,05978317; 1,778048; 0,007016083; 0,06256888; 1,785214; 0,1820108; -0,4381; 1,808471; 0,01239916; -0,4310652; 1,810694; 0,1561621; -0,778104; 1,81973; 0,009351308; -0,7764343; 1,813221; 0,1581417; -0,8282545; 1,721801; -0,004525948; -0,826655; 1,709508; 
16183; 0,1021134; 0,9198049; 1,875429; 0,3563222; 0,9083284; 1,635963; ; ; ; 0,3879281; 0,8583491; 1,660111; 0,4087201; 0,8243511; 1,66335; 0,48795; 0,6202523; 1,733669; 0,2732666; 0,5908012; 1,821757; 0,09016146; 0,6765226; 1,857517; 0,08950964; 0,7580034; 1,858182; -0,08970497; 0,6001008; 1,82275; -0,3285343; 0,5855171; 1,759476; -0,2601917; 0,7841627; 1,660403; -0,242013; 0,8554454; 1,651881; -0,2086191; 0,9237838; 1,663742; -0,199544; 0,859674; 1,622961; 0,09162056; 0,4213586; 1,846681; 0,09262842; 0,06281124; 1,823394; 0,1734443; 0,06000507; 1,778245; 0,007182356; 0,06261606; 1,785232; 0,1819329; -0,4382001; 1,808484; 0,01235573; -0,430369; 1,810733; 0,1562114; -0,7782519; 1,819734; 0,00923939; -0,7763163; 1,813158; 0,1581575; -0,8283736; 1,721744; -0,004647099; -0,8265573; 1,709669; 
16216; 0,1022519; 0,9216484; 1,872975; 0,394496; 0,9126249; 1,640669; ; ; ; 0,4231877; 0,8595248; 1,668428; 0,4367984; 0,826954; 1,67335; 0,5031762; 0,6208448; 1,751394; 0,2843265; 0,6017587; 1,829565; 0,08990775; 0,6759821; 1,856745; 0,08915278; 0,7571728; 1,85697; -0,09129363; 0,6010152; 1,823589; -0,333976; 0,5803018; 1,784666; -0,2911501; 0,7886724; 1,669487; -0,2753236; 0,8571042; 1,65989; -0,2504511; 0,9270951; 1,668015; -0,253697; 0,8353159; 1,604976; 0,09158826; 0,42135; 1,846637; 0,09273209; 0,06385151; 1,823792; 0,1731824; 0,06133866; 1,778609; 0,007649808; 0,06344957; 1,785573; 0,1816274; -0,4376573; 1,808626; 0,01235101; -0,4299978; 1,810844; 0,1561405; -0,7782339; 1,8197; 0,009244421; -0,7763077; 1,813177; 0,1582233; -0,8280224; 1,721738; -0,004538427; -0,8263508; 1,710247; 
16249; 0,1021949; 0,9225274; 1,87001; 0,4321422; 0,9215481; 1,650651; ; ; ; 0,4564043; 0,8603286; 1,676691; 0,470055; 0,8278567; 1,686202; 0,5097672; 0,6181614; 1,772367; 0,2862972; 0,6041145; 1,831581; 0,08939371; 0,6753861; 1,855264; 0,0885307; 0,756204; 1,854841; -0,1050327; 0,6068792; 1,835113; -0,33563; 0,5789628; 1,794011; -0,3174128; 0,7950336; 1,679223; -0,30647; 0,8589473; 1,668871; -0,285243; 0,9311448; 1,677491; -0,2710282; 0,8602166; 1,629673; 0,09138807; 0,4214646; 1,846411; 0,09244218; 0,06586874; 1,824426; 0,17225; 0,0638736; 1,779246; 0,007929337; 0,06498379; 1,786076; 0,1815733; -0,4368119; 1,808647; 0,01224904; -0,4299091; 1,810905; 0,1560536; -0,7785582; 1,819442; 0,009252829; -0,7763209; 1,813197; 0,1582813; -0,8280705; 1,721416; -0,004541991; -0,8263406; 1,710242; 
16282; 0,1021376; 0,9234; 1,867037; 0,4740653; 0,9281899; 1,664451; ; ; ; 0,4871051; 0,8645139; 1,684851; 0,4989246; 0,8248674; 1,697187; 0,5115543; 0,6137808; 1,787588; 0,285627; 0,6035591; 1,831076; 0,08899871; 0,675093; 1,853413; 0,08815239; 0,7559057; 1,852581; -0,1028793; 0,6067199; 1,833162; -0,3396895; 0,5746454; 1,808291; -0,3483529; 0,7906108; 1,691354; -0,3388751; 0,859848; 1,682256; -0,3160714; 0,9427455; 1,70003; -0,3207363; 0,8370259; 1,625437; 0,09109464; 0,4214363; 1,845829; 0,09230562; 0,06603968; 1,824458; 0,1720193; 0,06406434; 1,779221; 0,007894739; 0,06511459; 1,786112; 0,1812353; -0,4393421; 1,808872; 0,01222236; -0,4299199; 1,810907; 0,155993; -0,7787354; 1,819709; 0,009215494; -0,776348; 1,813104; 0,1580819; -0,8283522; 1,720493; -0,004840736; -0,8268116; 1,709352; 
16316; 0,1018059; 0,9241703; 1,863833; 0,5114307; 0,9403881; 1,679798; ; ; ; 0,5152299; 0,8850227; 1,684184; 0,5440322; 0,8109983; 1,709393; 0,5176235; 0,6048154; 1,807762; 0,2877798; 0,6061764; 1,832994; 0,08905566; 0,6748913; 1,850626; 0,08830647; 0,7554992; 1,849095; -0,1054678; 0,607349; 1,83534; -0,344724; 0,5726516; 1,819259; -0,3742371; 0,7833205; 1,703969; -0,3701673; 0,8519813; 1,693196; -0,3482363; 0,9459029; 1,712522; -0,3395233; 0,8449735; 1,641531; 0,09099153; 0,4217942; 1,84491; 0,09215813; 0,06745657; 1,824674; 0,1715827; 0,06546798; 1,779474; 0,008100703; 0,06648479; 1,786207; 0,1810581; -0,4388719; 1,808862; 0,0121826; -0,4297495; 1,810973; 0,1560617; -0,7787049; 1,819908; 0,009240759; -0,7763202; 1,81328; 0,1579888; -0,8281376; 1,721263; -0,004630605; -0,8265275; 1,709588; 
16348; 0,1015056; 0,9241117; 1,861701; 0,5495206; 0,9520218; 1,699481; ; ; ; 0,5493023; 0,8875472; 1,69647; 0,5554919; 0,8036699; 1,718433; 0,5237312; 0,5996461; 1,820086; 0,2859734; 0,6045693; 1,831851; 0,08913359; 0,6742203; 1,847839; 0,08851764; 0,7546924; 1,845819; -0,1067851; 0,6075989; 1,836746; -0,346793; 0,5699378; 1,828656; -0,3941436; 0,7914548; 1,716213; -0,3972264; 0,859193; 1,709423; -0,3758545; 0,9495965; 1,729775; -0,3723809; 0,836873; 1,652048; 0,0908047; 0,4217208; 1,843803; 0,09195559; 0,06777685; 1,82472; 0,171283; 0,06569173; 1,779643; 0,008010443; 0,06693892; 1,786085; 0,1809054; -0,4400608; 1,808985; 0,01160502; -0,4275284; 1,810577; 0,1561946; -0,7785537; 1,819904; 0,009325059; -0,7761009; 1,813619; 0,1579589; -0,8281896; 1,720668; -0,00414912; -0,8255985; 1,711189; 
16383; 0,1013033; 0,9242956; 1,859433; 0,588039; 0,9541843; 1,706587; ; ; ; 0,5809509; 0,8852051; 1,706235; 0,5818653; 0,7944462; 1,731288; 0,5252214; 0,5949725; 1,830114; 0,2844166; 0,603428; 1,831077; 0,08879526; 0,6741569; 1,845539; 0,08812221; 0,754633; 1,843241; -0,1079724; 0,6080543; 1,83778; -0,3469317; 0,5644811; 1,836857; -0,434051; 0,7494871; 1,730037; -0,4317801; 0,82824; 1,71675; -0,4161839; 0,9225271; 1,735595; -0,4085317; 0,8190925; 1,660733; 0,0906062; 0,4218429; 1,842616; 0,09194062; 0,06804466; 1,824702; 0,1711883; 0,06589909; 1,779744; 0,008137705; 0,0673456; 1,785852; 0,1808858; -0,4423522; 1,809122; 0,01140053; -0,4266745; 1,810382; 0,1562221; -0,7786543; 1,819899; 0,009365201; -0,7759979; 1,813596; 0,1579093; -0,8283316; 1,720176; -0,004130838; -0,8256015; 1,71125; 
16416; 0,1010399; 0,9242935; 1,856862; 0,6164502; 0,9599447; 1,723569; ; ; ; 0,6163784; 0,877114; 1,720823; 0,6134642; 0,7775326; 1,746322; 0,5242752; 0,5892126; 1,841894; 0,2850074; 0,6053939; 1,833254; 0,08851297; 0,6740358; 1,844166; 0,0877557; 0,7544156; 1,841669; -0,1084321; 0,6084155; 1,83858; -0,3423985; 0,5563234; 1,847571; -0,4483921; 0,7327796; 1,7437; -0,4612369; 0,8181735; 1,727778; -0,4485332; 0,9126573; 1,744124; -0,4140942; 0,8622775; 1,703077; 0,09051224; 0,4220542; 1,841925; 0,09208913; 0,06893921; 1,824854; 0,1711682; 0,06669063; 1,780153; 0,008523386; 0,06836001; 1,785692; 0,1808841; -0,4423524; 1,809119; 0,01105676; -0,4250957; 1,810158; 0,1561789; -0,7785836; 1,820205; 0,009418897; -0,7757851; 1,813699; 0,1578496; -0,8277714; 1,720913; -0,004046412; -0,8253465; 1,712139; 
16448; 0,1007095; 0,9241962; 1,854937; 0,6433831; 0,9585465; 1,737982; ; ; ; 0,6466005; 0,8681279; 1,730986; 0,6343319; 0,7746287; 1,750684; 0,5236423; 0,5827498; 1,84957; 0,2851861; 0,6058067; 1,834029; 0,08827504; 0,673535; 1,842312; 0,08751145; 0,7537894; 1,839542; -0,1090423; 0,6085892; 1,839435; -0,3435161; 0,5529742; 1,851635; -0,4644366; 0,7216778; 1,751793; -0,4910881; 0,7861788; 1,734665; -0,4985071; 0,8737935; 1,764365; -0,4733897; 0,7864215; 1,681634; 0,09030982; 0,422012; 1,841007; 0,09199402; 0,06928635; 1,824909; 0,1709143; 0,06709078; 1,780496; 0,008554669; 0,06873152; 1,785498; 0,1808395; -0,4420363; 1,809089; 0,01104845; -0,4252444; 1,810151; 0,156339; -0,7783217; 1,820098; 0,009363174; -0,7760034; 1,813587; 0,157974; -0,8278332; 1,720683; -0,004539839; -0,8260723; 1,711355; 
16482; 0,1005684; 0,9237486; 1,852779; 0,6888114; 0,9112108; 1,750265; ; ; ; 0,6777055; 0,8278981; 1,741931; 0,6585317; 0,7609974; 1,759941; 0,5225589; 0,5752153; 1,85776; 0,2853648; 0,6062737; 1,834665; 0,08821868; 0,6731625; 1,840846; 0,08742488; 0,7533596; 1,837894; -0,1091193; 0,6087003; 1,839655; -0,3462121; 0,5491889; 1,855563; -0,4852377; 0,7067159; 1,762056; -0,5151148; 0,7727529; 1,744003; -0,5179738; 0,8639619; 1,770008; -0,4801061; 0,8228236; 1,728572; 0,09030958; 0,4219247; 1,840217; 0,09205821; 0,06946629; 1,824945; 0,1709118; 0,06725089; 1,780662; 0,008743099; 0,06897037; 1,785375; 0,1808299; -0,4422556; 1,809063; 0,01093595; -0,4249871; 1,810072; 0,1562671; -0,7784589; 1,820137; 0,009340815; -0,7759474; 1,813605; 0,1579676; -0,8278919; 1,720593; -0,004481221; -0,8259926; 1,711217; 
16515; 0,1004818; 0,9238505; 1,851453; 0,725423; 0,8721071; 1,760899; ; ; ; 0,7041146; 0,7909015; 1,754002; 0,6834485; 0,7121523; 1,778649; 0,5204282; 0,5677716; 1,864613; 0,2852911; 0,6065772; 1,834985; 0,0881349; 0,6728343; 1,839827; 0,08730776; 0,7529902; 1,836774; -0,1093407; 0,6087382; 1,840003; -0,3476858; 0,5435637; 1,86031; -0,5075333; 0,6818879; 1,769877; -0,5362114; 0,7335691; 1,750871; -0,5562024; 0,817727; 1,779274; -0,5233469; 0,748403; 1,696182; 0,09030131; 0,4218161; 1,839611; 0,09212634; 0,06960659; 1,824978; 0,1709161; 0,06737271; 1,780768; 0,008920052; 0,069134; 1,785309; 0,1808564; -0,4422786; 1,809053; 0,01092525; -0,4249072; 1,81003; 0,156188; -0,7787012; 1,820041; 0,009502034; -0,776161; 1,813638; 0,1578573; -0,8279874; 1,720654; -0,004598247; -0,8261905; 1,711048; 
16548; 0,1005073; 0,9237823; 1,850523; 0,7425241; 0,8603387; 1,765452; ; ; ; 0,7262098; 0,7814478; 1,760409; 0,6904078; 0,7101422; 1,780987; 0,5172101; 0,5598034; 1,870658; 0,2852369; 0,6069145; 1,835571; 0,08796759; 0,6726633; 1,839249; 0,08711328; 0,7528162; 1,836189; -0,1096598; 0,6085772; 1,840349; -0,3452696; 0,5367683; 1,865085; -0,5138999; 0,6651186; 1,775755; -0,5554432; 0,7227023; 1,757962; -0,5809281; 0,8149405; 1,78356; -0,5214673; 0,7743904; 1,730474; 0,09021688; 0,4217355; 1,839149; 0,09215318; 0,06968544; 1,824972; 0,1709131; 0,06748559; 1,780811; 0,008991873; 0,06918351; 1,78524; 0,1808303; -0,4407908; 1,808838; 0,01087505; -0,4248668; 1,809994; 0,15636; -0,7782304; 1,820336; 0,009561174; -0,7761115; 1,813618; 0,1577685; -0,8274571; 1,721486; -0,004513886; -0,8261886; 1,710543; 
16583; 0,1004035; 0,9237052; 1,84993; 0,7691753; 0,8265302; 1,77303; ; ; ; 0,743445; 0,7449788; 1,765782; 0,7076358; 0,6815338; 1,791278; 0,5144069; 0,5527396; 1,876881; 0,2849406; 0,6073985; 1,83631; 0,08767464; 0,6723495; 1,838356; 0,08676023; 0,752472; 1,83523; -0,1099191; 0,6085311; 1,840752; -0,3426737; 0,5297788; 1,870007; -0,5242423; 0,6404961; 1,782151; -0,5691487; 0,6966823; 1,762912; -0,5983362; 0,7787542; 1,789187; -0,5334038; 0,7478976; 1,733077; 0,090087; 0,421588; 1,838523; 0,09218686; 0,06975789; 1,824948; 0,1709172; 0,06754493; 1,780847; 0,009101078; 0,06927803; 1,785083; 0,1808567; -0,4406476; 1,808833; 0,01067351; -0,4243768; 1,809904; 0,1563564; -0,7780412; 1,820431; 0,00965713; -0,7760897; 1,814013; 0,1577289; -0,827091; 1,722292; -0,004454755; -0,8260164; 1,710707; 
16616; 0,1003904; 0,9236401; 1,849366; 0,7823241; 0,8039891; 1,779801; ; ; ; 0,7547134; 0,7227144; 1,768782; 0,7150315; 0,6649483; 1,793542; 0,5080169; 0,5402917; 1,882312; 0,2846378; 0,6074539; 1,836671; 0,08766563; 0,6721175; 1,837725; 0,08674147; 0,7522342; 1,834567; -0,1099909; 0,608415; 1,841055; -0,336957; 0,519475; 1,875471; -0,5251209; 0,6257765; 1,790799; -0,5747147; 0,6768692; 1,765666; -0,6053221; 0,7604717; 1,788351; -0,5347459; 0,73948; 1,734455; 0,09010035; 0,421441; 1,838051; 0,09222191; 0,06979063; 1,824936; 0,1709223; 0,06757168; 1,780881; 0,009232385; 0,06931886; 1,784955; 0,1808557; -0,4406013; 1,80883; 0,01061103; -0,4234412; 1,809662; 0,1564168; -0,7779279; 1,820451; 0,009663111; -0,7760875; 1,814014; 0,1577475; -0,8271198; 1,722156; -0,004420615; -0,8260055; 1,710747; 
